"amount","freq","HPA","ask1","ask2","ask3","control","treatment","ask","ratio","size","gave","sizeno","years","couple","female","redcty","bluecty","askd1","askd2","askd3","cases","nonlit","ratio2","ratio3","size25","size50","size100","MRM2","dormant","ltmedMRA","red0","blue0","close25","amountchange"
0,4,50,55,70,85,0,1,3,1,4,0,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,8,1,0,1,0,0,-50
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,37,1,0,0,1,0,-35
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37,1,0,0,1,1,-35
0,2,25,35,45,55,0,1,1,1,2,0,0,3,0,1,1,0,1,0,0,1,3,0,0,0,1,0,34,1,1,0,1,0,-25
0,4,45,55,70,85,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,4,0,0,0,0,0,9,1,0,0,1,0,-45
0,2,75,85,110,130,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,17,1,0,0,1,0,-75
0,3,20,25,35,50,0,1,3,2,3,0,0,3,0,0,0,1,0,0,1,2,0,1,0,0,0,1,8,1,1,0,1,0,-20
0,7,75,85,110,130,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,-75
0,4,85,95,120,145,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,5,0,0,0,1,0,-85
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,1,0,1,0,1,-35
0,2,25,35,45,55,0,1,2,3,2,0,0,3,0,1,0,1,0,1,0,3,4,0,1,0,1,0,31,1,1,0,1,0,-25
0,4,15,25,35,50,0,1,3,2,2,0,0,3,0,0,1,0,0,0,1,,,1,0,0,1,0,6,0,1,0,1,0,-10
0,1,35,45,60,70,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,3,4,0,0,0,0,0,37,1,0,0,1,0,-35
0,1,35,45,60,70,0,1,3,1,2,0,0,3,0,1,0,1,0,0,1,3,1,0,0,0,1,0,37,1,0,1,0,0,-35
0,3,75,85,110,130,0,1,1,3,4,0,1,3,0,1,1,0,1,0,0,3,4,0,1,0,0,0,33,1,0,0,1,0,-75
0,2,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,34,1,1,0,1,0,-25
0,1,35,45,60,70,0,1,2,3,4,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,37,1,0,0,1,0,-35
0,6,55,65,85,100,0,1,2,2,4,0,1,3,0,1,1,0,0,1,0,1,3,1,0,0,0,0,1,0,1,1,0,0,-20
0,2,50,55,70,85,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,28,1,1,0,1,0,-25
0,1,35,45,60,70,0,1,3,1,1,0,0,3,0,0,0,1,0,0,1,3,4,0,0,1,0,0,37,1,0,0,1,0,-35
0,3,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,1,1,0,0,-25
0,1,25,35,45,55,0,1,2,3,1,0,0,3,0,0,1,0,0,1,0,1,3,0,1,1,0,0,37,1,1,0,1,0,-25
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,37,1,0,1,0,0,-35
0,1,25,35,45,55,0,1,1,3,4,0,1,3,0,0,0,1,1,0,0,4,5,0,1,0,0,0,37,1,1,0,1,1,-25
0,2,35,45,60,70,0,1,2,2,3,0,0,3,0,0,1,0,0,1,0,1,5,1,0,0,0,1,26,1,0,1,0,0,-35
0,3,25,35,45,55,0,1,2,3,4,0,1,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,33,1,1,1,0,1,-10
0,3,65,75,95,120,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,18,1,0,0,1,0,-65
0,3,50,55,70,85,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,1,0,1,0,0,-50
0,1,25,35,45,55,0,1,3,3,1,0,0,3,0,1,1,0,0,0,1,2,6,0,1,1,0,0,37,1,1,1,0,0,-25
0,1,25,35,45,55,0,1,2,1,2,0,0,3,0,0,0,1,0,1,0,2,1,0,0,0,1,0,37,1,1,1,0,0,-25
0,1,25,35,45,55,0,1,1,3,3,0,0,3,0,1,1,0,1,0,0,1,3,0,1,0,0,1,37,1,1,0,1,0,-25
0,2,50,55,70,85,0,1,3,1,1,0,0,3,0,0,1,0,0,0,1,3,4,0,0,1,0,0,7,0,0,0,1,0,-50
0,2,25,35,45,55,0,1,3,1,2,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,35,1,1,1,0,1,-20
0,5,50,55,70,85,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,1,0,-50
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,6,0,0,0,0,0,37,1,0,1,0,0,-35
0,2,25,35,45,55,0,1,2,3,4,0,1,3,0,0,1,0,0,1,0,1,1,0,1,0,0,0,11,1,1,1,0,0,-25
0,4,100,125,160,190,0,1,2,2,3,0,0,3,0,1,1,0,0,1,0,2,6,1,0,0,0,1,26,1,0,1,0,0,-50
0,2,50,55,70,85,0,1,3,1,3,0,0,3,0,1,1,0,0,0,1,3,4,0,0,0,0,1,16,1,0,0,1,0,-50
0,4,75,85,110,130,0,1,3,1,3,0,0,3,0,0,0,1,0,0,1,2,1,0,0,0,0,1,7,0,0,0,1,0,-50
0,1,25,35,45,55,0,1,2,2,4,0,1,3,0,0,0,1,0,1,0,2,5,1,0,0,0,0,37,1,1,0,1,0,-25
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,37,1,1,0,1,0,-25
0,3,100,125,160,190,0,1,1,2,1,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,7,0,0,0,1,1,-100
0,2,35,45,60,70,0,1,1,1,4,0,1,3,0,1,0,1,1,0,0,0,2,0,0,0,0,0,31,1,0,1,0,0,-35
0,2,45,55,70,85,0,1,3,3,1,0,0,3,0,0,0,1,0,0,1,4,5,0,1,1,0,0,18,1,0,0,1,1,-45
0,5,35,45,60,70,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,5,0,1,0,1,0,-25
0,1,35,45,60,70,0,1,2,2,3,0,0,3,0,0,0,1,0,1,0,3,4,1,0,0,0,1,37,1,0,0,1,0,-35
0,2,55,65,85,100,0,1,2,2,3,0,0,3,0,0,1,0,0,1,0,2,6,1,0,0,0,1,26,1,0,1,0,0,-55
0,2,50,55,70,85,0,1,3,3,3,0,0,3,0,0,0,1,0,0,1,4,5,0,1,0,0,1,32,1,0,0,1,1,-50
0,3,35,45,60,70,0,1,1,1,1,0,0,3,0,1,0,1,1,0,0,4,5,0,0,1,0,0,7,0,1,0,1,1,-25
0,7,50,55,70,85,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,1,0,0,0,0,0,8,1,1,1,0,0,-10
0,2,100,125,160,190,0,1,1,3,2,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,32,1,0,0,1,1,-100
0,4,125,150,190,225,0,1,3,2,3,0,0,3,0,0,0,1,0,0,1,3,1,1,0,0,0,1,5,0,0,1,0,0,-100
0,4,36,45,60,70,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,5,0,0,0,0,0,3,0,0,0,1,0,-36
0,2,250,500,625,750,0,1,1,2,3,0,0,3,0,0,0,1,1,0,0,3,4,1,0,0,0,1,7,0,0,0,1,0,-75
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,4,0,0,0,0,0,37,1,0,0,1,0,-35
0,2,15,25,35,50,0,1,2,2,2,0,0,3,0,0,0,1,0,1,0,3,4,1,0,0,1,0,17,1,1,0,1,0,-15
0,1,50,55,70,85,0,1,1,3,2,0,0,3,0,1,0,1,1,0,0,1,3,0,1,0,1,0,37,1,0,0,1,0,-50
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,37,1,1,0,1,0,-25
0,2,25,35,45,55,0,1,2,2,4,0,1,3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,0,-12.5
0,4,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,1,-20
0,2,100,125,160,190,0,1,1,1,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,30,1,0,1,0,0,-50
0,1,25,35,45,55,0,1,2,3,2,0,0,3,0,0,1,0,0,1,0,1,5,0,1,0,1,0,37,1,1,1,0,0,-25
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,1,0,1,1,-25
0,1,50,55,70,85,0,1,2,2,1,0,0,3,,1,0,1,0,1,0,0,4,1,0,1,0,0,37,1,0,1,0,1,-50
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,5,0,0,0,0,0,37,1,1,0,1,0,-25
30,8,45,55,70,85,0,1,1,2,3,1,0,3,0,0,0,1,1,0,0,4,5,1,0,0,0,1,3,0,0,0,1,1,-5
0,2,35,45,60,70,0,1,2,1,1,0,0,3,0,1,1,0,0,1,0,3,1,0,0,1,0,0,28,1,0,1,0,0,-35
0,2,25,35,45,55,0,1,1,1,1,0,0,3,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,0,1,1,0,0,-12.5
0,1,25,35,45,55,0,1,1,2,1,0,0,3,0,1,0,1,1,0,0,3,4,1,0,1,0,0,37,1,1,0,1,0,-25
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,37,1,1,1,0,0,-25
25,3,25,35,45,55,0,1,1,2,4,1,1,3,0,0,1,0,1,0,0,0,4,1,0,0,0,0,21,1,1,1,0,1,15
0,6,35,45,60,70,0,1,3,2,1,0,0,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,1,0,-35
0,1,25,35,45,55,0,1,3,1,1,0,0,3,0,0,1,0,0,0,1,1,4,0,0,1,0,0,37,1,1,1,0,1,-25
0,5,100,125,160,190,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,4,0,0,0,0,0,21,1,0,0,1,0,-100
0,3,50,55,70,85,0,1,2,3,3,0,0,3,0,0,1,0,0,1,0,0,5,0,1,0,0,1,7,0,0,1,0,0,-50
0,4,35,45,60,70,0,1,1,2,3,0,0,3,0,0,1,0,1,0,0,1,5,1,0,0,0,1,14,1,1,1,0,0,-20
0,7,50,55,70,85,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,0,0,-50
0,14,50,55,70,85,0,1,3,1,2,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,-30
0,2,50,55,70,85,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,28,1,0,1,0,0,-50
0,1,200,250,315,375,0,1,2,1,1,0,0,3,0,1,0,1,0,1,0,1,0,0,0,1,0,0,37,1,0,0,1,1,-200
0,3,25,35,45,55,0,1,3,3,3,0,0,3,0,0,0,1,0,0,1,3,4,0,1,0,0,1,14,1,1,0,1,0,-25
0,3,10,25,35,50,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,9,1,1,0,1,0,-10
0,2,35,25,35,50,0,1,3,3,4,0,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,-35
0,1,35,45,60,70,0,1,2,3,1,0,0,3,0,0,0,1,0,1,0,1,1,0,1,1,0,0,37,1,0,1,0,0,-35
0,2,45,55,70,85,0,1,3,1,1,0,0,3,0,0,0,1,0,0,1,3,4,0,0,1,0,0,15,1,0,0,1,0,-45
0,1,25,35,45,55,0,1,1,3,3,0,0,3,0,0,1,0,1,0,0,2,6,0,1,0,0,1,37,1,1,1,0,0,-25
0,2,45,55,70,85,0,1,2,2,3,0,0,3,0,0,0,1,0,1,0,1,5,1,0,0,0,1,27,1,0,1,0,0,-45
0,4,50,55,70,85,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,3,0,0,0,1,0,-50
0,2,100,125,160,190,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,11,1,0,0,1,0,-100
0,1,50,55,70,85,0,1,1,3,2,0,0,3,0,0,0,1,1,0,0,3,4,0,1,0,1,0,37,1,0,0,1,0,-50
0,3,20,25,35,50,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,5,0,0,0,0,0,6,0,1,1,0,0,-20
0,1,35,45,60,70,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,37,1,0,0,1,1,-35
0,4,50,55,70,85,0,1,2,3,3,0,0,3,0,0,1,0,0,1,0,4,5,0,1,0,0,1,6,0,0,0,1,1,-50
0,4,55,65,85,100,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,-55
0,5,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,1,1,0,1,1,-25
0,5,35,45,60,70,0,1,1,3,1,0,0,3,0,0,0,1,1,0,0,0,4,0,1,1,0,0,10,1,1,1,0,1,-25
0,8,50,55,70,85,0,1,2,2,3,0,0,3,0,1,1,0,0,1,0,2,1,1,0,0,0,1,4,0,0,1,0,0,-35
0,4,100,125,160,190,0,1,1,2,1,0,0,3,0,0,1,0,1,0,0,1,3,1,0,1,0,0,14,1,0,0,1,0,-50
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,4,0,0,0,0,0,37,1,0,0,1,0,-35
0,1,35,45,60,70,0,1,1,1,2,0,0,3,0,0,1,0,1,0,0,1,3,0,0,0,1,0,37,1,0,0,1,0,-35
0,22,50,55,70,85,0,1,1,3,2,0,0,3,0,0,1,0,1,0,0,2,6,0,1,0,1,0,2,0,1,1,0,0,-25
0,2,50,55,70,85,0,1,3,3,3,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,18,1,0,0,1,1,-50
50,15,100,125,160,190,1,0,0,0,0,1,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,20
0,1,35,25,35,50,0,1,1,1,2,0,0,3,1,0,1,0,1,0,0,3,4,0,0,0,1,0,37,1,0,0,1,0,-35
0,1,100,125,160,190,0,1,2,2,4,0,1,3,0,0,1,0,0,1,0,0,4,1,0,0,0,0,37,1,0,1,0,1,-100
0,3,35,45,60,70,0,1,3,2,1,0,0,3,0,0,0,1,0,0,1,3,4,1,0,1,0,0,6,0,1,0,1,0,-12.5
0,4,50,55,70,85,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,1,1,-50
0,2,50,55,70,85,0,1,1,3,1,0,0,3,0,0,1,0,1,0,0,1,5,0,1,1,0,0,1,0,0,1,0,0,-50
0,2,100,125,160,190,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,4,0,0,0,0,0,12,1,0,0,1,0,-100
0,4,25,35,45,55,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,-25
0,2,35,45,60,70,0,1,2,2,3,0,0,3,0,0,1,0,0,1,0,3,4,1,0,0,0,1,27,1,1,0,1,0,-10
0,2,200,250,315,375,0,1,2,3,2,0,0,3,0,0,1,0,0,1,0,0,5,0,1,0,1,0,29,1,0,1,0,0,-200
0,1,30,35,45,55,0,1,3,1,1,0,0,3,0,0,0,1,0,0,1,3,4,0,0,1,0,0,37,1,1,0,1,0,-30
0,4,50,55,70,85,0,1,1,2,1,0,0,3,0,0,1,0,1,0,0,2,0,1,0,1,0,0,6,0,0,0,1,0,-50
0,2,35,45,60,70,0,1,2,2,1,0,0,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,31,1,0,0,1,1,-35
0,2,35,45,60,70,0,1,3,1,2,0,0,3,0,0,1,0,0,0,1,3,4,0,0,0,1,0,17,1,0,0,1,0,-35
0,4,35,45,60,70,0,1,3,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,12,1,1,0,1,1,-10
0,1,25,35,45,55,0,1,3,3,4,0,1,3,0,0,0,1,0,0,1,1,3,0,1,0,0,0,37,1,1,0,1,0,-25
0,3,45,55,70,85,0,1,3,2,2,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,1,1,-45
0,1,35,45,60,70,0,1,1,3,1,0,0,3,0,0,1,0,1,0,0,0,4,0,1,1,0,0,36,1,0,1,0,1,-35
0,1,100,125,160,190,0,1,3,1,1,0,0,3,0,0,1,0,0,0,1,0,5,0,0,1,0,0,36,1,0,1,0,0,-100
0,1,35,45,60,70,0,1,1,1,3,0,0,3,0,0,0,1,1,0,0,1,3,0,0,0,0,1,36,1,0,0,1,0,-35
0,19,20,25,35,50,0,1,1,3,1,0,0,3,0,0,1,0,1,0,0,3,4,0,1,1,0,0,1,0,1,0,1,0,-15
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,4,0,0,0,0,0,36,1,1,0,1,0,-25
0,3,25,35,45,55,0,1,1,2,4,0,1,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,-25
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,36,1,0,0,1,0,-35
0,4,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,6,0,0,0,0,0,1,0,1,1,0,0,-25
0,2,35,45,60,70,0,1,2,2,2,0,0,3,0,1,0,1,0,1,0,1,1,1,0,0,1,0,7,0,0,1,0,1,-35
0,3,35,45,60,70,0,1,3,3,3,0,0,3,0,0,0,1,0,0,1,0,1,0,1,0,0,1,18,1,1,0,1,0,-25
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,36,1,1,1,0,1,-25
0,1,25,35,45,55,0,1,1,3,1,0,0,3,0,0,0,1,1,0,0,3,4,0,1,1,0,0,36,1,1,0,1,0,-25
0,9,75,85,110,130,0,1,2,2,1,0,0,3,0,0,1,0,0,1,0,0,1,1,0,1,0,0,5,0,0,0,1,0,-75
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,36,1,1,0,1,0,-25
0,12,100,125,160,190,0,1,2,3,4,0,1,3,0,0,1,0,0,1,0,1,3,0,1,0,0,0,2,0,0,0,1,0,-100
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,1,0,0,1,1,-35
0,2,45,55,70,85,0,1,2,1,3,0,0,3,0,0,0,1,0,1,0,3,4,0,0,0,0,1,26,1,0,0,1,0,-45
0,3,35,45,60,70,0,1,3,3,2,0,0,3,0,0,0,1,0,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,-25
0,2,35,45,60,70,0,1,3,1,4,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,30,1,1,1,0,0,-25
0,3,50,55,70,85,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,13,1,1,1,0,0,-20
0,5,25,35,45,55,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,13,1,1,1,0,1,-15
0,4,35,45,60,70,0,1,3,2,3,0,0,3,0,0,1,0,0,0,1,4,5,1,0,0,0,1,2,0,0,0,1,1,-35
0,1,35,45,60,70,0,1,3,3,3,0,0,3,0,0,1,0,0,0,1,1,1,0,1,0,0,1,36,1,0,1,0,1,-35
0,4,50,55,70,85,0,1,3,3,2,0,0,3,0,0,0,1,0,0,1,0,4,0,1,0,1,0,6,0,0,1,0,1,-50
0,2,35,25,35,50,0,1,2,1,1,0,0,3,0,1,0,1,0,1,0,3,4,0,0,1,0,0,3,0,0,0,1,0,-35
0,3,55,65,85,100,0,1,2,1,2,0,0,3,0,0,1,0,0,1,0,0,4,0,0,0,1,0,6,0,0,1,0,1,-55
0,4,25,35,45,55,0,1,1,2,4,0,1,3,0,1,1,0,1,0,0,0,4,1,0,0,0,0,14,1,1,1,0,1,-25
0,1,35,45,60,70,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,6,0,0,0,0,0,36,1,0,1,0,0,-35
0,2,25,35,45,55,0,1,2,3,4,0,1,3,0,0,0,1,0,1,0,1,4,0,1,0,0,0,26,1,1,1,0,1,-25
0,6,50,55,70,85,0,1,3,2,1,0,0,3,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,1,0,-50
0,1,30,35,45,55,0,1,1,2,3,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,36,1,1,0,1,0,-30
0,5,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,4,0,0,0,0,0,8,1,0,1,0,1,-35
0,1,35,45,60,70,0,1,2,2,3,0,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,36,1,0,1,0,0,-35
0,2,55,65,85,100,0,1,1,2,3,0,0,3,1,0,0,1,1,0,0,3,4,1,0,0,0,1,26,1,0,0,1,0,-55
0,2,50,55,70,85,0,1,3,1,3,0,0,3,0,0,1,0,0,0,1,1,3,0,0,0,0,1,17,1,0,0,1,0,-50
0,6,200,250,315,375,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,17,1,1,1,0,0,-12.5
0,6,15,25,35,50,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,18,1,1,0,1,0,-7.5
0,6,25,35,45,55,0,1,2,1,3,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,0,1,0,1,0,-15
0,4,50,55,70,85,0,1,2,2,4,0,1,3,0,1,1,0,0,1,0,3,4,1,0,0,0,0,6,0,0,0,1,0,-50
0,1,25,35,45,55,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,36,1,1,1,0,0,-25
0,5,70,75,95,120,0,1,2,1,2,0,0,3,0,0,1,0,0,1,0,2,1,0,0,0,1,0,5,0,0,0,1,0,-50
0,3,100,125,160,190,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,-100
0,2,100,125,160,190,0,1,2,2,3,0,0,3,0,0,0,1,0,1,0,3,4,1,0,0,0,1,20,1,0,0,1,0,-50
0,1,25,35,45,55,0,1,1,1,3,0,0,3,0,0,1,0,1,0,0,1,2,0,0,0,0,1,36,1,1,1,0,0,-25
0,2,50,55,70,85,0,1,2,3,3,0,0,3,0,1,0,1,0,1,0,1,3,0,1,0,0,1,7,0,0,0,1,0,-50
0,2,100,125,160,190,0,1,2,3,4,0,1,3,0,1,0,1,0,1,0,1,4,0,1,0,0,0,11,1,0,1,0,1,-100
0,4,65,75,95,120,0,1,2,2,1,0,0,3,0,1,1,0,0,1,0,2,6,1,0,1,0,0,2,0,0,1,0,0,-65
0,1,35,45,60,70,0,1,2,2,2,0,0,3,0,0,0,1,0,1,0,4,5,1,0,0,1,0,36,1,0,0,1,1,-35
0,3,55,65,85,100,0,1,3,3,4,0,1,3,0,0,1,0,0,0,1,4,5,0,1,0,0,0,6,0,0,0,1,1,-50
0,1,25,35,45,55,0,1,2,2,2,0,0,3,0,1,0,1,0,1,0,1,5,1,0,0,1,0,36,1,1,1,0,0,-25
0,3,55,65,85,100,0,1,2,1,3,0,0,3,0,0,1,0,0,1,0,2,1,0,0,0,0,1,2,0,0,1,0,0,-40
0,2,50,55,70,85,0,1,1,1,4,0,1,3,0,1,0,1,1,0,0,2,0,0,0,0,0,0,30,1,0,0,1,0,-50
0,9,45,55,70,85,0,1,2,1,2,0,0,3,0,0,0,1,0,1,0,2,1,0,0,0,1,0,3,0,0,1,0,0,-45
0,1,25,35,45,55,0,1,2,2,3,0,0,3,0,1,0,1,0,1,0,2,0,1,0,0,0,1,36,1,1,0,1,0,-25
0,3,50,55,70,85,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,3,0,1,0,1,0,-25
0,2,50,55,70,85,0,1,2,2,3,0,0,3,0,1,0,1,0,1,0,2,5,1,0,0,0,1,25,1,0,0,1,0,-50
0,2,35,45,60,70,0,1,1,2,4,0,1,3,,,0,1,1,0,0,4,5,1,0,0,0,0,18,1,0,0,1,1,-35
0,2,25,25,35,50,0,1,1,1,4,0,1,3,0,1,0,1,1,0,0,2,5,0,0,0,0,0,6,0,1,0,1,0,-25
0,1,25,35,45,55,0,1,2,3,4,0,1,3,,,0,1,0,1,0,1,0,0,1,0,0,0,36,1,1,0,1,0,-25
0,1,25,35,45,55,0,1,3,1,3,0,0,3,0,0,1,0,0,0,1,1,5,0,0,0,0,1,36,1,1,1,0,0,-25
0,1,25,35,45,55,0,1,1,3,1,0,0,3,0,0,0,1,1,0,0,3,4,0,1,1,0,0,36,1,1,0,1,0,-25
0,11,65,75,95,120,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,4,0,0,0,0,0,11,1,0,0,1,0,-40
0,2,100,125,160,190,0,1,3,1,1,0,0,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0,7,0,0,1,0,1,-100
0,5,60,65,85,100,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,3,4,0,0,0,0,0,6,0,0,0,1,0,-60
0,4,55,65,85,100,0,1,2,3,3,0,0,3,0,1,1,0,0,1,0,2,6,0,1,0,0,1,2,0,0,1,0,0,-55
0,4,55,65,85,100,0,1,3,1,4,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,-50
0,2,55,25,35,50,0,1,1,2,3,0,0,3,,,1,0,1,0,0,1,5,1,0,0,0,1,6,0,0,1,0,0,-55
0,10,125,150,190,225,0,1,3,3,2,0,0,3,1,0,1,0,0,0,1,1,3,0,1,0,1,0,6,0,0,0,1,0,-125
0,3,12.5,25,35,50,0,1,2,1,4,0,1,3,0,0,0,1,0,1,0,3,4,0,0,0,0,0,8,1,1,0,1,0,-12.5
0,1,35,45,60,70,0,1,1,2,1,0,0,3,0,1,1,0,1,0,0,3,4,1,0,1,0,0,36,1,0,0,1,0,-35
0,2,35,45,60,70,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,8,1,1,1,0,0,-30
125,10,125,150,190,225,0,1,3,3,1,1,0,3,0,0,0,1,0,0,1,2,5,0,1,1,0,0,2,0,0,0,1,0,0
0,1,25,35,45,55,0,1,3,2,1,0,0,3,0,1,1,0,0,0,1,1,0,1,0,1,0,0,36,1,1,1,0,0,-25
0,1,100,125,160,190,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,6,0,0,0,0,0,36,1,0,1,0,0,-100
0,1,35,45,60,70,0,1,1,1,3,0,0,3,0,1,1,0,1,0,0,1,1,0,0,0,0,1,36,1,0,1,0,0,-35
0,1,50,55,70,85,0,1,1,2,1,0,0,3,0,1,0,1,1,0,0,3,4,1,0,1,0,0,36,1,0,0,1,0,-50
